OrderID,CustomerName,Email,ProductCategory,ProductName,Quantity,UnitPrice,Sales,OrderDate,Shippingcity,Country,PaymentMethod
100478,Donald Smith,clarkmichael@example.com,Apparel,Wool Sweater,7,157.7,1103.9,04/07/25,Audreyburgh,Australia,Upi
100479,Louis Morgan,bwilliams@example.com,Electronics,Webcam HD,4,179.47,717.88,13/07/26,North Patrickland,Australia,Credit Card
100480,Christopher Carlson,tjensen@example.com,Beauty,Lipstick Matte,8,240.63,1925.04,05/11/26,Port Kathyshire,England,Net Banking
100481,Robert Gillespie,tdavis@example.net,Apparel,Wool Sweater,2,172.6,345.2,01/05/26,Ruizbury,United Kingdom,NA
100483,Christopher Tate,williamsullivan@example.net,Sports,Water Bottle 1L,8,146.64,1173.12,26/04/26,Angelaland,Australia,Credit Card
100484,Kim Morales,pallen@example.net,Sports,Yoga Mat,5,66.75,333.75,15/01/25,Reyesmouth,United Kingdom,Net Banking
100485,Michael Reynolds,vbradley@example.net,Beauty,Lipstick Matte,5,196.72,983.6,02/10/26,Lake Elizabeth,Australia,NA
100486,Michelle Copeland,vargassteven@example.net,Apparel,Wool Sweater,7,193.74,1356.18,12/01/24,Thompsonfurt,U.S.A,Credit Card
100487,Brian Cervantes,pmurphy@example.net,Home & Kitchen,Non-Stick Pan,8,102.69,821.52,11/04/24,Port Dominic,U.S.A,Debit Card
100488,,donnachavez@example.com,Sports,Jump Rope,5,98.59,492.95,07/03/25,NA,India,Upi
100491,Kevin Garrett,bsullivan@example.net,Home & Kitchen,Ceramic Mug Set,2,18.94,37.88,22/02/25,South Don,Australia,Credit Card
100493,Vanessa Taylor,dawnperry@example.com,Beauty,Lipstick Matte,2,72.94,145.88,07/06/26,Hansonmouth,United Kingdom,Debit Card
100494,Kristen Cole,jeremiah69@example.org,Beauty,Face Moisturizer,4,154.52,618.08,17/11/25,Lake Walter,India,Net Banking
100495,Joshua Richardson,carrolljanet@example.org,Electronics,Laptop Stand,2,13.54,27.08,19/11/25,East Jessicahaven,Canada,Cash On Delivery
100496,Dr. Peggy Marshall,millschelsea@example.org,Electronics,Laptop Stand,6,226.63,1359.78,09/01/25,NA,Canada,Cash On Delivery
100497,Anthony Cooper,harrisonwilliam@example.com,Sports,Resistance Bands,5,34.69,173.45,14/11/25,Robertport,United Kingdom,Cash On Delivery
100499,Rhonda Weber MD,martinezchase@example.com,Home & Kitchen,Throw Pillow,6,124.19,745.14,24/03/25,Joshuaview,U.S.A,Credit Card
100500,Brian Thompson,donnawood@example.org,Apparel,Wool Sweater,5,127.42,637.1,30/03/25,South Henry,India,Cash On Delivery
100501,Amanda Riggs,caitlinunderwood@example.com,Beauty,Face Moisturizer,8,235.32,1882.56,25/03/26,Townsendbury,U.S.A,Credit Card
100504,Ethan Moreno,davisamanda@example.com,Beauty,Lipstick Matte,7,84.44,591.08,20/08/26,Bishopview,Australia,Credit Card
100505,Derek Garcia,rmurray@example.net,Sports,Resistance Bands,2,72.1,144.2,16/03/25,New Matthew,United Kingdom,Credit Card
100506,Catherine Kelley,deckeralexander@example.org,Electronics,Webcam HD,3,8.83,26.49,10/09/25,Bellport,India,Net Banking
100507,Andrew Harvey,NA,Beauty,Sunscreen SPF50,4,40.06,160.24,16/08/26,NA,Canada,Credit Card
100510,Deborah Alexander,mkrause@example.net,Beauty,Sunscreen SPF50,1,18.24,18.24,07/05/25,Rodriguezside,Canada,Cash On Delivery
100511,Colleen Schneider,gbaldwin@example.org,Electronics,Wireless Mouse,3,43.72,131.16,13/11/24,Kimberlytown,India,Net Banking
100512,Brittany Bowman,ortegajoseph@example.net,Home & Kitchen,Throw Pillow,6,61.37,368.22,20/05/25,Andrewshaven,NA,Upi
100513,Patricia Mendoza,xanthony@example.org,Electronics,Laptop Stand,1,223.17,223.17,20/10/25,South Stephaniefort,Canada,Cash On Delivery
100514,Joseph Frey,evelyn60@example.net,Home & Kitchen,LED Desk Lamp,3,12.86,38.58,19/09/26,NA,U.S.A,Credit Card
100515,Joe Miranda,gregorywilliams@example.com,Apparel,Running Shoes,3,146.64,439.92,16/01/26,Heatherville,NA,Credit Card
100516,Heather Miller,imoss@example.org,Beauty,Sunscreen SPF50,7,185.36,1297.52,09/02/25,South Paul,NA,Net Banking
100517,,blevy@example.org,Sports,Yoga Mat,1,14.81,14.81,27/05/25,Kristinton,NA,Cash On Delivery
100519,,sanchezdeborah@example.org,Electronics,Laptop Stand,3,177.31,531.93,24/01/25,West Loriville,India,Cash On Delivery
100520,Christopher Garza,wilsonbrooke@example.net,Apparel,Running Shoes,1,215.79,215.79,01/03/25,South Matthew,Australia,NA
100521,Nancy Morales,daughertybarbara@example.org,Sports,Dumbbell Set,4,197.98,791.92,14/05/25,Port Brandon,India,Debit Card
100523,Ryan Salazar,alexistucker@example.org,Beauty,Hair Dryer,4,189.53,758.12,26/09/24,Lake Deniseport,United Kingdom,Credit Card
100524,Robert Barton,jamiebowman@example.net,Home & Kitchen,LED Desk Lamp,2,120.19,240.38,16/08/25,East Cheryl,England,Cash On Delivery
100525,Christopher Porter,burtonkimberly@example.com,Apparel,Wool Sweater,7,225,1575,24/07/25,East David,India,Cash On Delivery
100526,Anna Cox,stevensims@example.org,Beauty,Shampoo 500ml,1,76.83,76.83,04/11/25,North Laura,U.S.A,Cash On Delivery
100528,Robert Chang,garciabrian@example.net,Sports,Dumbbell Set,8,117.21,937.68,27/01/25,South Zacharyland,U.S.A,Debit Card
100529,Mikayla Watkins,NA,Electronics,USB-C Cable,8,239.27,1914.16,17/05/25,East Joanborough,Australia,Credit Card
100530,Daniel Ruiz,bbrown@example.org,Apparel,Denim Jacket,1,248.47,248.47,26/02/25,Thompsonstad,United Kingdom,Net Banking
100531,Nathan Chen,james20@example.net,Home & Kitchen,LED Desk Lamp,8,137.27,1098.16,10/11/25,Derekmouth,India,NA
100532,Christopher Cooper,cassandra92@example.net,Home & Kitchen,Ceramic Mug Set,1,163.57,163.57,31/08/26,North Robert,Australia,NA
100533,Shannon Robinson,rhood@example.org,Home & Kitchen,Non-Stick Pan,1,39.16,39.16,08/03/26,East Mark,India,Debit Card
100535,Joseph Mendoza,chavezjohn@example.net,Electronics,Webcam HD,8,82.85,662.8,25/03/26,Dodsonberg,England,Upi
100537,Jennifer Clarke,courtney01@example.com,Home & Kitchen,Ceramic Mug Set,7,183.51,1284.57,07/06/26,Alyssaport,Australia,Debit Card
100538,Derrick Shah,kristinmiller@example.com,Sports,Water Bottle 1L,7,26.67,186.69,12/03/26,New Sierrastad,Canada,Cash On Delivery
100539,Ashley Diaz,diazgregory@example.net,Apparel,Denim Jacket,5,140.7,703.5,18/02/26,East Tina,Australia,Credit Card
100540,Brian Mendoza,karenhodges@example.com,Electronics,USB-C Cable,8,35.42,283.36,05/06/25,Wesleychester,Canada,Credit Card
100541,Arthur Reed,hmason@example.com,Electronics,Bluetooth Speaker,2,151.73,303.46,21/02/26,Shannonstad,NA,Upi
100542,Theresa Lamb,lopeznicole@example.org,Home & Kitchen,Cutting Board,1,212.09,212.09,18/11/24,West Susan,U.S.A,Debit Card
100543,Christopher Rodriguez,tylergolden@example.net,Electronics,Bluetooth Speaker,6,16.94,101.64,17/08/26,NA,Australia,NA
100544,Kara Fisher,carterbryan@example.org,Apparel,Baseball Cap,6,207.57,1245.42,24/05/26,Robertmouth,United Kingdom,Net Banking
100545,Rachel Tucker,kellis@example.org,Apparel,Cotton T-Shirt,5,96.39,481.95,09/07/26,Georgeview,U.S.A,NA
100547,Christopher Erickson,evanwilson@example.com,Beauty,Hair Dryer,6,47.19,283.14,14/11/25,Greenburgh,U.S.A,Credit Card
100548,Michael Wade,earl78@example.org,Apparel,Denim Jacket,2,109.08,218.16,16/10/25,North Richardfort,India,NA
100549,Theresa Reilly,adamrodgers@example.net,Electronics,Wireless Mouse,1,119.93,119.93,21/05/25,Thomasport,India,Cash On Delivery
100550,Nicole Mcknight,laurenchandler@example.com,Sports,Resistance Bands,4,50.27,201.08,26/05/25,Lake Timothyton,U.S.A,Credit Card
100551,Juan Parker,owilliamson@example.com,Sports,Resistance Bands,2,29.28,58.56,06/09/25,NA,Australia,Credit Card
100552,Courtney Walls,james18@example.com,Electronics,Wireless Mouse,8,94.78,758.24,28/01/26,New Prestonfort,India,Upi
100553,Larry Harding,raymond65@example.com,Sports,Resistance Bands,6,35.29,211.74,20/06/25,Michaelport,Canada,Credit Card
100554,Shelly Miller,afigueroa@example.com,Home & Kitchen,Throw Pillow,5,116.95,584.75,19/04/25,Chandlerchester,U.S.A,Upi
100555,Kevin Miller,kevinmcneil@example.net,Electronics,Laptop Stand,6,48.93,293.58,09/12/26,New Katelynland,India,Credit Card
100556,Mark Nelson,angelapage@example.org,Apparel,Wool Sweater,2,186.65,373.3,13/02/25,Robertsfort,India,Net Banking
100558,Mallory Martinez,robert73@example.org,Beauty,Hair Dryer,8,130.3,1042.4,17/12/24,Trevorland,India,Upi
100559,Heidi Castillo,ooneill@example.net,Apparel,Cotton T-Shirt,1,208.43,208.43,09/03/25,West Williamshire,U.S.A,Debit Card
100561,Eddie Fowler,palmerkatie@example.org,Sports,Yoga Mat,1,247.72,247.72,04/02/26,New Marcus,Canada,Upi
100562,Ryan Marsh,gina51@example.net,Electronics,USB-C Cable,5,221.75,1108.75,19/11/25,North Derrick,U.S.A,Credit Card
100563,Richard Jenkins,curtismoore@example.org,Beauty,Hair Dryer,8,121.6,972.8,21/05/26,South Stevenland,India,Net Banking
100564,Carlos Smith,larry52@example.com,Sports,Water Bottle 1L,5,83.52,417.6,07/03/26,Geraldport,U.S.A,Credit Card
100565,Robert Walker,haileyparker@example.org,Home & Kitchen,Throw Pillow,6,248.03,1488.18,25/12/24,South Hannahville,U.S.A,Debit Card
100566,Raymond Todd,gonzalezantonio@example.net,Electronics,Wireless Mouse,2,87.71,175.42,01/10/25,South Davidview,India,Net Banking
100567,Eric Smith,pattonsamantha@example.org,Home & Kitchen,Non-Stick Pan,1,246.51,246.51,24/11/25,East Ellen,NA,Cash On Delivery
100569,,jenniferbrandt@example.org,Apparel,Running Shoes,5,249.08,1245.4,07/12/26,Lake Coreyborough,Australia,Net Banking
100570,Sarah Wells,scottrosario@example.org,Sports,Water Bottle 1L,8,109.64,877.12,24/05/26,NA,United Kingdom,Credit Card
100571,Brian Rollins,owensapril@example.com,Beauty,Lipstick Matte,8,169.53,1356.24,04/01/26,Angelaton,Australia,Cash On Delivery
100572,Johnny Cruz,tburke@example.net,Home & Kitchen,Cutting Board,7,233.99,1637.93,09/04/26,Perezchester,Australia,Credit Card
100573,,NA,Home & Kitchen,Throw Pillow,2,160.31,320.62,16/06/25,Lake Travisville,United Kingdom,Net Banking
100574,Joseph Rhodes,thomasrichard@example.net,Beauty,Shampoo 500ml,4,11.79,47.16,05/09/26,North Michael,Canada,Cash On Delivery
100575,Curtis Anthony,NA,Apparel,Denim Jacket,1,68.31,68.31,20/09/25,Katelynfurt,U.S.A,Credit Card
100577,,greertyrone@example.org,Electronics,Webcam HD,2,132.88,265.76,09/01/26,Jacobsmouth,England,Credit Card
100579,Dennis Cooper PhD,cisnerosanthony@example.com,Electronics,Laptop Stand,2,82.54,165.08,26/06/26,South Shannonfurt,United Kingdom,Debit Card
100580,Andrew Thompson,nicole27@example.com,Sports,Yoga Mat,1,174.22,174.22,28/12/24,Freemanville,England,Debit Card
100582,Heather Levine,NA,Home & Kitchen,Ceramic Mug Set,3,229.39,688.17,25/05/26,Lisashire,India,Upi
100583,Steven Peterson,pattersonvictoria@example.com,Beauty,Lipstick Matte,2,206.98,413.96,06/04/25,East Jimmy,India,Net Banking
100585,Stephanie Adams,uchapman@example.com,Sports,Yoga Mat,4,131.51,526.04,11/11/25,Ashleyfort,NA,Upi
100586,Michael Rogers,NA,Apparel,Running Shoes,6,200.88,1205.28,15/02/25,Port Melissaborough,United Kingdom,Net Banking
100587,Anthony Davies,NA,Electronics,Wireless Mouse,4,227.18,908.72,22/08/26,New Matthewland,United Kingdom,Net Banking
100588,Kiara Simmons,laura48@example.com,Sports,Water Bottle 1L,6,46.68,280.08,08/03/25,Jamesfurt,Australia,Cash On Delivery
100589,Jose Powers,nicoleburton@example.net,Electronics,USB-C Cable,4,236.78,947.12,13/06/26,Lewismouth,England,Credit Card
100590,Mark Lamb,umichael@example.net,Apparel,Running Shoes,4,107.49,429.96,11/03/24,West Steven,India,Upi
100591,Paul Cannon,ejenkins@example.net,Home & Kitchen,Cutting Board,8,26.01,208.08,16/02/25,Adamsport,Canada,Upi
100592,Dawn Burke,jallen@example.org,Sports,Water Bottle 1L,1,17.77,17.77,10/11/24,Stevenside,United Kingdom,Net Banking
100593,Jennifer Bullock MD,derek44@example.net,Beauty,Lipstick Matte,6,37.4,224.4,28/10/25,Lake Toddtown,Australia,Net Banking
100594,Steven Edwards,michelle65@example.net,Home & Kitchen,Throw Pillow,6,179.01,1074.06,14/01/26,South Sherryberg,India,Credit Card
100595,Kenneth Mason,boydmaria@example.net,Home & Kitchen,LED Desk Lamp,5,226.18,1130.9,24/03/25,East Carolmouth,Australia,Cash On Delivery
100596,Kevin Price,selenarobinson@example.org,Apparel,Baseball Cap,8,18.04,144.32,27/01/25,Scottview,U.S.A,Upi
100597,Amy Ferguson,stewartrodney@example.net,Electronics,Laptop Stand,1,247.26,247.26,20/03/25,Natashaberg,Canada,Credit Card
100599,James Fowler,NA,Sports,Resistance Bands,2,65.31,130.62,06/09/26,Smithfurt,United Kingdom,Cash On Delivery
100600,,kennethvillarreal@example.org,Beauty,Lipstick Matte,2,210.06,420.12,22/07/26,Natashachester,NA,Debit Card
100601,Denise Miller,aruiz@example.com,Electronics,Bluetooth Speaker,8,84.6,676.8,27/02/26,Port Ethanview,U.S.A,Debit Card
100602,Heather Guzman,shawn00@example.net,Electronics,Wireless Mouse,7,27.67,193.69,01/03/26,Gibbsberg,Canada,Credit Card
100603,Curtis Torres,NA,Beauty,Sunscreen SPF50,3,34.55,103.65,30/08/26,Port Brooke,United Kingdom,Debit Card
100604,Unknown,jorgemcdaniel@example.com,Apparel,Wool Sweater,1,50,50,28/04/26,North Robert,India,Upi
100605,Shawn Duffy,andrewjohnson@example.net,Beauty,Face Moisturizer,1,243.45,243.45,01/07/26,North Terri,Canada,Debit Card
100606,Michael Jackson,mwilliamson@example.com,Beauty,Face Moisturizer,8,78.6,628.8,08/01/25,Georgeshire,U.S.A,Net Banking
100607,Nathan Graham,fwilcox@example.org,Electronics,Webcam HD,7,106.19,743.33,03/04/25,East Sophia,NA,Credit Card
100608,Deborah Francis,nanderson@example.net,Electronics,Wireless Mouse,8,48.99,391.92,25/02/25,Jessicaborough,India,Debit Card
100609,Jason Thomas,theresa39@example.com,Beauty,Sunscreen SPF50,5,88.63,443.15,16/07/26,Brandimouth,U.S.A,Net Banking
100610,John Savage,tmcdaniel@example.com,Electronics,Laptop Stand,1,101.76,101.76,20/02/26,Charlesside,Canada,Cash On Delivery
100611,Gary Young,wendy90@example.org,Beauty,Lipstick Matte,6,174.21,1045.26,25/03/25,NA,United Kingdom,Credit Card
100614,Shawn Austin,zachary62@example.com,Apparel,Denim Jacket,7,17.48,122.36,13/03/26,Gallagherberg,Canada,Net Banking
100615,Tammy Fields,jbrown@example.org,Electronics,Laptop Stand,8,61.82,494.56,03/08/25,South Jorgemouth,Canada,Cash On Delivery
100616,Zachary Ho,alexandervanessa@example.net,Beauty,Face Moisturizer,6,114.84,689.04,09/10/25,Rodriguezberg,United Kingdom,Net Banking
100619,Kevin Bean,eric17@example.net,Apparel,Denim Jacket,1,92.9,92.9,16/01/26,Fullerview,U.S.A,Credit Card
100620,,unguyen@example.net,Beauty,Face Moisturizer,2,142.69,285.38,15/07/26,East Michelle,United Kingdom,Credit Card
100622,Ann Phelps,paulpowell@example.net,Electronics,USB-C Cable,3,183.45,550.35,25/03/26,North Kenneth,Canada,Debit Card
100623,,michaeldavis@example.com,Apparel,Cotton T-Shirt,8,242.56,1940.48,30/09/25,Griffinfurt,U.S.A,Credit Card
100625,,sarahrose@example.net,Sports,Water Bottle 1L,8,40.67,325.36,10/09/25,Taylorland,India,Cash On Delivery
100626,Karen Hernandez,NA,Beauty,Face Moisturizer,1,166.74,166.74,10/08/25,Ashleyside,India,Cash On Delivery
100627,Andrew Rodriguez,dgutierrez@example.net,Home & Kitchen,LED Desk Lamp,1,207.62,207.62,03/01/26,Michaelshire,U.S.A,Net Banking
100628,Jonathan Wilson,lwhite@example.com,Sports,Jump Rope,7,194.97,1364.79,24/10/24,Mcdowellport,India,Credit Card
100629,Nathaniel Todd,qhanson@example.com,Sports,Water Bottle 1L,5,132.73,663.65,28/08/26,East Jacob,India,Debit Card
100630,Lindsey Savage,hamiltonandrew@example.com,Home & Kitchen,Throw Pillow,2,184.34,368.68,15/12/24,Lake Thomas,NA,Cash On Delivery
100632,Adrian Rodriguez,hortonjacob@example.org,Apparel,Running Shoes,3,180.02,540.06,20/02/25,Lake John,India,Cash On Delivery
100633,Shannon Ryan,turnersteven@example.com,Beauty,Face Moisturizer,7,207.97,1455.79,26/07/25,East Rachelmouth,Canada,Debit Card
100634,Kaitlyn Heath,jameshudson@example.com,Sports,Jump Rope,7,218.64,1530.48,28/10/24,North Crystalchester,Canada,Upi
100635,Sarah Mclaughlin,benjamin67@example.net,Apparel,Baseball Cap,8,36.7,293.6,27/11/25,Hallton,India,Credit Card
100636,Jennifer Stewart,adamsdeborah@example.com,Home & Kitchen,Non-Stick Pan,7,32.03,224.21,15/12/24,Shanechester,India,Debit Card
100637,Dwayne Lee,samuel83@example.net,Home & Kitchen,LED Desk Lamp,3,39.82,119.46,17/07/26,Sandramouth,United Kingdom,Cash On Delivery
100638,Edward Dawson,NA,Electronics,Wireless Mouse,2,218.25,436.5,03/11/26,Marshburgh,NA,Upi
100639,Diane Curry,manderson@example.org,Apparel,Denim Jacket,8,191.61,1532.88,12/07/25,Port Robertfort,United Kingdom,Upi
100641,Darrell Hoffman,vscott@example.com,Sports,Yoga Mat,2,52.14,104.28,04/06/26,Paulahaven,India,Credit Card
100642,Ashley Williams,wlloyd@example.org,Sports,Resistance Bands,5,197.76,988.8,09/03/26,Port Annahaven,Canada,Upi
100643,Mark Pitts,eric47@example.net,Electronics,Laptop Stand,1,88.29,88.29,20/09/25,East Deborahmouth,Australia,Credit Card
100644,,ahammond@example.org,Apparel,Running Shoes,5,193.23,966.15,24/05/26,Petersonhaven,NA,Credit Card
100645,Derek Espinoza,qward@example.org,Home & Kitchen,Throw Pillow,3,106.14,318.42,01/09/25,Cobbberg,India,Cash On Delivery
100646,Jennifer Ortiz,hcrane@example.net,Sports,Resistance Bands,7,50,350,12/06/25,South Dustintown,NA,Upi
100647,Kelly Jones,leroy26@example.org,Apparel,Cotton T-Shirt,2,65.35,130.7,07/05/25,Lake Sandraberg,England,Net Banking
100649,Lisa Thomas,ngriffin@example.net,Home & Kitchen,Ceramic Mug Set,5,71.96,359.8,21/12/25,Terryfurt,United Kingdom,Credit Card
100650,Shirley Miller,peter28@example.net,Sports,Dumbbell Set,2,101.85,203.7,16/04/25,New Andreahaven,Australia,Net Banking
100651,Mark Johnson,NA,Home & Kitchen,LED Desk Lamp,8,71.89,575.12,10/12/24,Port Nathanhaven,United Kingdom,Credit Card
100652,Anthony Curtis,westashley@example.org,Electronics,Webcam HD,1,169.81,169.81,18/08/25,Port Julie,Canada,Cash On Delivery
100653,Michelle Pineda,michaelmitchell@example.net,Electronics,Webcam HD,5,169.7,848.5,13/11/25,Lake Nicholas,Australia,Cash On Delivery
100655,Jeffery Anderson,seanwood@example.net,Home & Kitchen,Ceramic Mug Set,8,241.99,1935.92,07/12/25,Wigginsshire,NA,Cash On Delivery
100656,Unknown,jcolon@example.net,Electronics,Bluetooth Speaker,8,46.77,374.16,22/12/24,NA,Australia,Net Banking
100657,Bailey Lewis,kjohnson@example.net,Electronics,USB-C Cable,4,220.85,883.4,17/06/25,New Melissaville,U.S.A,Net Banking
100661,Nicholas Davis,zhughes@example.com,Electronics,Wireless Mouse,1,150.17,150.17,21/10/25,Fitzgeraldland,NA,Credit Card
100662,Michelle Armstrong,ann18@example.org,Electronics,Bluetooth Speaker,4,236.17,944.68,02/08/25,New Aimeefort,Canada,Credit Card
100663,Alicia Barrett,suzannehill@example.org,Electronics,Laptop Stand,2,196.75,393.5,19/03/25,Millerside,India,Credit Card
100664,Jennifer Williams,morganhenry@example.org,Electronics,Webcam HD,7,103.41,723.87,06/11/26,Patrickland,U.S.A,Upi
100665,Brett Jackson,NA,Beauty,Sunscreen SPF50,2,88.21,176.42,05/03/25,Gregoryton,Canada,Credit Card
100666,Erika Johnson,evanscorey@example.org,Sports,Yoga Mat,4,226.57,906.28,19/07/25,Jonathanville,United Kingdom,Upi
100667,David Harper,NA,Apparel,Denim Jacket,1,36.28,36.28,15/08/26,Brucemouth,United Kingdom,Credit Card
100668,Ana Johnson,robinsmith@example.net,Beauty,Lipstick Matte,5,95.36,476.8,26/08/26,East Kathrynberg,U.S.A,Net Banking
100670,Kristen Williams,nwoodward@example.com,Home & Kitchen,Cutting Board,6,155.95,935.7,01/11/26,North Brian,India,Upi
100671,,okidd@example.org,Electronics,USB-C Cable,8,157.86,1262.88,22/11/25,Brandonside,Canada,Credit Card
100672,Elizabeth Foster,rivasjessica@example.com,Electronics,Wireless Mouse,2,39.89,79.78,25/06/26,New William,United Kingdom,Debit Card
100673,Stacey Dougherty,tiffany74@example.org,Apparel,Running Shoes,6,212.65,1275.9,18/01/26,Matthewmouth,India,Credit Card
100676,Jamie Burke,xthompson@example.net,Sports,Dumbbell Set,5,198.45,992.25,09/10/26,South Mitchellborough,United Kingdom,Upi
100677,Daniel Smith,erin53@example.org,Electronics,Laptop Stand,2,46.02,92.04,05/10/26,Lindseybury,England,Cash On Delivery
100678,Johnny Cox,trevor93@example.org,Sports,Jump Rope,8,121.07,968.56,02/11/25,Rodriguezview,India,Credit Card
100680,Ryan Johnson,erin70@example.com,Beauty,Hair Dryer,1,118.99,118.99,01/02/26,Port Sheilachester,Canada,Upi
100681,Jennifer Martinez,hsimpson@example.org,Home & Kitchen,Throw Pillow,5,62.28,311.4,29/06/26,North Joshua,India,Cash On Delivery
100682,Jerry Smith,matthewbeard@example.org,Home & Kitchen,Ceramic Mug Set,2,93.26,186.52,14/09/26,Lake Rodney,U.S.A,Cash On Delivery
100683,David Martin,bryan10@example.com,Home & Kitchen,Ceramic Mug Set,3,249.61,748.83,08/02/25,New Lauramouth,NA,Debit Card
100684,Danielle Wells,marissa58@example.org,Beauty,Hair Dryer,1,120.64,120.64,08/11/26,Duranmouth,Canada,Cash On Delivery
100685,Angela Brown,bennettpamela@example.net,Beauty,Shampoo 500ml,8,182.02,1456.16,11/07/24,North Samantha,United Kingdom,Upi
100686,Eric Sims,garciabrian@example.org,Beauty,Sunscreen SPF50,1,96.8,96.8,24/04/25,Moraleschester,United Kingdom,Debit Card
100687,Kyle Keller,chavezsteven@example.com,Apparel,Wool Sweater,7,191.9,1343.3,26/06/26,West Debratown,United Kingdom,Credit Card
100689,Heather Olson,ilopez@example.org,Sports,Jump Rope,5,27.84,139.2,11/04/24,Breannahaven,NA,Credit Card
100690,Nicole Collins,dylanparker@example.com,Apparel,Cotton T-Shirt,7,74.54,521.78,21/04/25,New Brendaberg,India,Net Banking
100691,Jonathon Conley,hendersonjames@example.org,Apparel,Running Shoes,7,100.82,705.74,01/02/26,Port Casey,Australia,Credit Card
100692,John Holt,NA,Apparel,Running Shoes,8,43.9,351.2,08/11/25,Christinachester,Australia,Debit Card
100693,Brian Walter,crawfordsamantha@example.net,Electronics,USB-C Cable,7,153.19,1072.33,03/03/25,South Claire,Australia,Cash On Delivery
100695,Brian Roberts,crystaldurham@example.com,Beauty,Sunscreen SPF50,3,176.14,528.42,23/10/24,East Jamesburgh,U.S.A,Cash On Delivery
100696,Dennis Thompson,gregorysmith@example.com,Home & Kitchen,Non-Stick Pan,4,227.64,910.56,18/07/26,Port Ericafurt,India,Credit Card
100697,Stacey Morgan,kevinallen@example.com,Home & Kitchen,Throw Pillow,5,55.81,279.05,17/01/26,Johnsland,India,Credit Card
100698,Stephen Anderson,jamesgray@example.com,Electronics,Wireless Mouse,3,85.14,255.42,05/11/25,Rowlandbury,Canada,Cash On Delivery
100700,Stacey Clark,muellerkrystal@example.net,Beauty,Shampoo 500ml,1,170.96,170.96,07/11/24,Potterhaven,U.S.A,Net Banking
100701,Unknown,alicia77@example.com,Beauty,Face Moisturizer,2,100.7,201.4,04/05/25,Littleshire,Australia,Upi
100702,Christine Jacobson,zroy@example.org,Apparel,Running Shoes,4,27.39,109.56,05/02/25,Duncanstad,United Kingdom,Credit Card
100703,Bradley Walton,sean53@example.net,Apparel,Denim Jacket,2,204.83,409.66,21/10/24,Ronaldmouth,Australia,Upi
100704,Jacob Jimenez,patrick27@example.org,Apparel,Denim Jacket,6,47.54,285.24,03/04/25,West Rachelport,India,Credit Card
100705,Kayla Schneider,sara11@example.org,Home & Kitchen,Cutting Board,2,221.94,443.88,06/11/25,West James,Canada,Net Banking
100706,Eric Ochoa,james92@example.net,Home & Kitchen,Non-Stick Pan,7,171.09,1197.63,15/03/26,Alanport,United Kingdom,Debit Card
100707,Gregory Shea,wunderwood@example.net,Beauty,Face Moisturizer,8,98.68,789.44,29/09/24,Port Raymond,Australia,Credit Card
100708,Paul Wells,dsharp@example.com,Electronics,Bluetooth Speaker,7,190.53,1333.71,22/04/26,Meganchester,U.S.A,Upi
100709,Melissa Clark,NA,Electronics,USB-C Cable,8,186.12,1488.96,31/12/24,West Sherry,United Kingdom,Cash On Delivery
100711,Tammy Hernandez,ashley99@example.net,Beauty,Face Moisturizer,8,22.15,177.2,16/06/26,Harrisfurt,U.S.A,NA
100713,Alyssa Gonzalez,ocampbell@example.com,Home & Kitchen,Cutting Board,4,71.61,286.44,16/01/26,South Brianhaven,England,Upi
100714,Unknown,hmoore@example.org,Sports,Jump Rope,8,9.85,78.8,18/10/25,Paulfurt,United Kingdom,Upi
100715,Sharon Anderson,kylemeyers@example.net,Home & Kitchen,Throw Pillow,8,22.63,181.04,09/03/25,Brianahaven,U.S.A,Net Banking
100716,Judy Harris,seansummers@example.net,Beauty,Sunscreen SPF50,7,242.77,1699.39,05/04/26,Reneefort,United Kingdom,Credit Card
100717,Unknown,debbie75@example.net,Sports,Resistance Bands,7,239.49,1676.43,29/05/26,Peterburgh,Australia,Cash On Delivery
100718,Christopher Williamson,qellis@example.org,Beauty,Sunscreen SPF50,4,122.04,488.16,13/02/26,South Hollyton,India,Upi
100719,Seth Hill,elizabeth13@example.com,Apparel,Running Shoes,3,8.02,24.06,18/07/25,West Charlesville,Canada,NA
100720,Penny Ortiz,johnnyhunter@example.com,Beauty,Shampoo 500ml,5,174.5,872.5,10/10/24,Jamesfurt,Canada,Cash On Delivery
100721,,fletcherderek@example.net,Electronics,Webcam HD,6,204.49,1226.94,22/03/26,Murrayland,Canada,Upi
100724,Sara Cain,myerskyle@example.org,Sports,Yoga Mat,3,24.55,73.65,12/02/25,Port Nicholasborough,United Kingdom,Upi
100726,Stephen Robles,jenniferwilliams@example.net,Home & Kitchen,Throw Pillow,6,153.07,918.42,08/12/24,NA,United Kingdom,Upi
100727,Unknown,nmartinez@example.org,Electronics,Bluetooth Speaker,2,5.76,11.52,06/08/25,North Richard,U.S.A,Debit Card
100728,James Ellis,barrettjoshua@example.net,Home & Kitchen,Throw Pillow,8,131.15,1049.2,17/06/25,East Robertfort,NA,Cash On Delivery
100730,Mark Henson,tiffany71@example.com,Home & Kitchen,Cutting Board,3,218.12,654.36,10/03/24,Reyesbury,India,Cash On Delivery
